"Reporting month";"Sales Month";"Platform";"Country / Region";"Label Name";"Artist Name";"Release title";"Track title";;;"Release Catalog nb";"Product";"Sales Type";"Quantity";"Client Payment Currency";"Net Revenue"
"2020-02-01";"2020-01-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";9;"EUR";0.02180537025
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";10;"EUR";0.03313216716
"2020-02-01";"2020-01-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.00178192872
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";67;"EUR";0.251059147233
"2020-02-01";"2020-01-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";26;"EUR";0.097601898268
"2020-02-01";"2020-01-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";11;"EUR";0.04049912997
"2020-02-01";"2020-01-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";5;"EUR";0.01630284786
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00709096635
"2020-02-01";"2019-12-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";13;"EUR";0.082289783277
"2020-02-01";"2020-01-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.006235801635
"2020-02-01";"2020-01-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";6;"EUR";0.00349711011
"2020-02-01";"2020-01-01";"Spotify Stream";"Iceland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";6;"EUR";0.02992005315
"2020-02-01";"2019-12-01";"Deezer";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.004426772922
"2020-02-01";"2019-12-01";"Deezer";"Spain";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";1.4104986E-05
"2020-02-01";"2020-01-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";8;"EUR";0.01176102954
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";86;"EUR";0.236680677395
"2020-02-01";"2020-01-01";"Spotify Stream";"Belgium";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00401083956
"2020-02-01";"2020-01-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";5;"EUR";0.01801352943
"2020-02-01";"2020-01-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";0.00514553667
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";7;"EUR";0.01568412261
"2020-02-01";"2020-02-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00316037358
"2020-02-01";"2020-02-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.002989989793
"2020-02-01";"2020-02-01";"YouTube Red";"United states";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.010164250786
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.003230020444
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.021183163115
"2020-02-01";"2020-02-01";"YouTube Official Music Content";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";4;"EUR";0.008778676299
"2020-02-01";"2019-10-01";"Tidal";"Poland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00197917083
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";44;"EUR";0.007906089878
"2020-02-01";"2020-01-01";"Amazon Premium";"Austria";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00418333266
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.035382615685
"2020-02-01";"2020-01-01";"Amazon Premium";"Austria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00418333266
"2020-02-01";"2019-12-01";"Deezer";"Spain";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";1.4104986E-05
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.026408192433
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";20;"EUR";0.078562334881
"2020-02-01";"2020-01-01";"Spotify Stream";"Netherlands";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";13;"EUR";0.044973473489
"2020-02-01";"2020-01-01";"Spotify Stream";"Israel";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00287538498
"2020-02-01";"2020-01-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";19;"EUR";0.071300382871
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";12;"EUR";0.02363005476
"2020-02-01";"2020-01-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.015098053344
"2020-02-01";"2020-01-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.00706996719
"2020-02-01";"2019-12-01";"Deezer";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.002903718846
"2020-02-01";"2020-01-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.006981606694
"2020-02-01";"2019-12-01";"Deezer";"Italy";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";4.6992295E-05
"2020-02-01";"2019-12-01";"Deezer";"Netherlands";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.007761064545
"2020-02-01";"2020-01-01";"Google Sub";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.005078106868
"2020-02-01";"2020-01-01";"Spotify Stream";"Taiwan";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.0019124235
"2020-02-01";"2019-12-01";"Deezer";"Mexico";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";1.187203E-06
"2020-02-01";"2019-12-01";"Deezer";"Spain";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";1.4104986E-05
"2020-02-01";"2020-01-01";"Spotify Stream";"Thailand";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.000674973
"2020-02-01";"2020-01-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00080096796
"2020-02-01";"2020-01-01";"Spotify Stream";"Brazil";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00200616975
"2020-02-01";"2020-01-01";"Spotify Stream";"Spain";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.00667623294
"2020-02-01";"2020-01-01";"Spotify Stream";"Germany";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";9;"EUR";0.0215466381
"2020-02-01";"2020-01-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";6;"EUR";0.01105080795
"2020-02-01";"2020-01-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";8;"EUR";0.0213891444
"2020-02-01";"2020-01-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00156818727
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Song 3";;;;;;"Stream";1;"EUR";2.810963E-06
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.034165815713
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";7;"EUR";0.061920494424
"2020-02-01";"2019-06-01";"Tencent QQ/CN";"China mainland";"Label";"Band";"Album";"Song 1 ";;;;;"Download";1;"EUR";0.001366916132
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";4;"EUR";0.035382615685
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.008845522925
"2020-02-01";"2020-01-01";"Amazon Premium";"Austria";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00418333266
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.017691700831
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";119;"EUR";0.335537575461
"2020-02-01";"2020-01-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";17;"EUR";0.021626149919
"2020-02-01";"2020-01-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";101;"EUR";0.20843066194
"2020-02-01";"2020-01-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";14;"EUR";0.01524764007
"2020-02-01";"2020-01-01";"Spotify Stream";"Germany";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";13;"EUR";0.02773838292
"2020-02-01";"2020-01-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";7;"EUR";0.00327661893
"2020-02-01";"2019-12-01";"Deezer";"Belarus";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.003079279324
"2020-02-01";"2020-01-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.0065697372
"2020-02-01";"2020-01-01";"Spotify Stream";"Denmark";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00248690052
"2020-02-01";"2020-01-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.00218766249
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";209;"EUR";0.799789435392
"2020-02-01";"2020-01-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.00346411143
"2020-02-01";"2019-12-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.009609455606
"2020-02-01";"2020-01-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";10;"EUR";0.017454016735
"2020-02-01";"2020-01-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.002791096019
"2020-02-01";"2020-01-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.002791096019
"2020-02-01";"2020-01-01";"Google Sub";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";4;"EUR";0.006981606694
"2020-02-01";"2020-01-01";"Google Sub";"Australia";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.004096428011
"2020-02-01";"2019-11-01";"Rhapsody / Napster";"France";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00471586561
"2020-02-01";"2019-12-01";"Deezer";"Spain";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";1.4104986E-05
"2020-02-01";"2019-10-01";"Tidal";"Czech republic";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00544928202
"2020-02-01";"2019-10-01";"Tidal";"Czech republic";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00544928202
"2020-02-01";"2020-01-01";"Amazon Premium";"France";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.01221776127
"2020-02-01";"2019-10-01";"Tidal";"Poland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00197917083
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.00172618523
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";13;"EUR";0.00474407559
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Belarus";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";7.7929548E-05
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Ukraine";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.000155859096
"2020-02-01";"2020-01-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";22;"EUR";0.075722250989
"2020-02-01";"2020-01-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00114895404
"2020-02-01";"2020-01-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.00158318667
"2020-02-01";"2020-01-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00072297108
"2020-02-01";"2020-01-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00114895404
"2020-02-01";"2020-01-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.006235801635
"2020-02-01";"2020-01-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.01222751088
"2020-02-01";"2020-01-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00079196832
"2020-02-01";"2020-01-01";"Google Sub";"Australia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.004096428011
"2020-02-01";"2020-01-01";"Spotify Stream";"Malta";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.00289338426
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";8;"EUR";0.01977070914
"2020-02-01";"2020-01-01";"Spotify Stream";"Norway";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.0026773929
"2020-02-01";"2020-01-01";"Spotify Stream";"Japan";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";8.174673E-05
"2020-02-01";"2020-01-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00015149394
"2020-02-01";"2020-01-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.00557377704
"2020-02-01";"2020-01-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";6;"EUR";0.00854890803
"2020-02-01";"2019-11-01";"Rhapsody / Napster";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00471586561
"2020-02-01";"2020-01-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.00409858605
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.003315418703
"2020-02-01";"2019-10-01";"Tidal";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00829316826
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.031108461087
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.026199788567
"2020-02-01";"2019-06-01";"Tencent QQ/CN";"China mainland";"Label";"Band";"Album";"Song 2 ";;;;;"Download";1;"EUR";0.001366916132
"2020-02-01";"2020-01-01";"Amazon Premium";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.030131761321
"2020-02-01";"2020-01-01";"Amazon Premium";"Austria";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00418333266
"2020-02-01";"2019-10-01";"Tidal";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00887589495
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.019044381794
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";6;"EUR";0.001959973875
"2020-02-01";"2020-01-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";20;"EUR";0.05451231942
"2020-02-01";"2020-01-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";19;"EUR";0.048659598539
"2020-02-01";"2020-01-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";26;"EUR";0.02755839762
"2020-02-01";"2020-01-01";"Spotify Stream";"Luxembourg";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00419533218
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";100;"EUR";0.278401455996
"2020-02-01";"2020-01-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";8;"EUR";0.029244315181
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";59;"EUR";0.220591593483
"2020-02-01";"2020-01-01";"Spotify Stream";"Poland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";5;"EUR";0.00346411143
"2020-02-01";"2020-01-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.00229790808
"2020-02-01";"2020-01-01";"Google Sub";"United kingdom";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.01247160327
"2020-02-01";"2020-01-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";39;"EUR";0.13216046337
"2020-02-01";"2019-12-01";"Deezer";"Belarus";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.003079279324
"2020-02-01";"2019-12-01";"Deezer";"Netherlands";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.003880532273
"2020-02-01";"2019-11-01";"Rhapsody / Napster";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00471586561
"2020-02-01";"2019-12-01";"Deezer";"Belarus";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";4;"EUR";0.009238058988
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";13;"EUR";0.03092650539
"2020-02-01";"2020-01-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";123;"EUR";0.229052754273
"2020-02-01";"2020-01-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00114895404
"2020-02-01";"2020-01-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00114895404
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";5;"EUR";0.0139719411
"2020-02-01";"2020-01-01";"Spotify Stream";"Sweden";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00240665373
"2020-02-01";"2020-01-01";"Spotify Stream";"Greece";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00278688852
"2020-02-01";"2020-02-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";;;;;;"Stream";1;"EUR";0.001275396807
"2020-02-01";"2019-06-01";"Netease";"China mainland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000952090859
"2020-02-01";"2020-02-01";"Apple Music";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";3;"EUR";0.00948112074
"2020-02-01";"2019-10-01";"Tidal";"Poland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.00593751249
"2020-02-01";"2020-01-01";"UMA (Vkontakte)";"Ukraine";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.000155859096
"2020-02-01";"2019-12-01";"Deezer";"Argentina";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";1.013209E-06
"2020-02-01";"2020-01-01";"Amazon Premium";"Germany";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";5;"EUR";0.03316592331
"2020-02-01";"2020-01-01";"Spotify Stream";"Sweden";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00383384664
"2020-02-01";"2020-01-01";"Spotify Stream";"Estonia";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00137394504
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";11;"EUR";0.02620770165
"2020-02-01";"2020-01-01";"Spotify Stream";"Colombia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00011024559
"2020-02-01";"2020-01-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.00685997559
"2020-02-01";"2020-01-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";11;"EUR";0.02862335577
"2020-02-01";"2020-01-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.00409858605
"2020-02-01";"2019-12-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.006406303738
"2020-02-01";"2019-12-01";"Deezer";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.015871397619
"2020-02-01";"2019-12-01";"Deezer";"Sweden";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.003154276324
"2020-02-01";"2019-12-01";"Deezer";"Germany";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";8;"EUR";0.054598393477
"2020-02-01";"2019-12-01";"Deezer";"Brazil";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.006406303738
"2020-02-01";"2020-01-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4;"EUR";0.01117755288
"2020-02-01";"2020-01-01";"Spotify Stream";"Netherlands";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00930487779
"2020-02-01";"2019-12-01";"Deezer";"Netherlands";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.003880532273
"2020-02-01";"2020-01-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";6;"EUR";0.00753044877
"2020-02-01";"2020-01-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";55;"EUR";0.151965506137
"2020-02-01";"2019-11-01";"Rhapsody / Napster";"France";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00471586561
"2020-02-01";"2020-01-01";"Spotify Stream";"Portugal";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";6.149754E-05
"2020-02-01";"2020-01-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";13;"EUR";0.03360989805
"2020-02-01";"2019-12-01";"TikTok";"China mainland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.003424585366
"2020-02-01";"2019-06-01";"Tencent QQ/CN";"China mainland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";5.2531029E-05
"2020-02-01";"2020-02-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.005567341345
"2020-02-01";"2019-10-01";"Tidal";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00887589495
"2020-02-01";"2020-01-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00084521619
"2020-02-01";"2020-01-01";"Spotify Stream";"Iceland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";4;"EUR";0.02152713888
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";149;"EUR";0.554219415336
"2020-02-01";"2020-01-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.00361185552
"2020-02-01";"2020-01-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";22;"EUR";0.061404112411
"2020-02-01";"2019-12-01";"Deezer";"Norway";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.011825451963
"2020-02-01";"2020-01-01";"Spotify Stream";"Egypt";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00018824247
"2020-02-01";"2020-01-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00216666333
"2020-02-01";"2020-01-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";4;"EUR";0.01048158072
"2020-02-01";"2020-01-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";32;"EUR";0.09404173818
"2020-02-01";"2020-01-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";60;"EUR";0.225394408864
"2020-02-01";"2020-01-01";"Spotify Stream";"France";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";2;"EUR";0.00723946041
"2020-02-01";"2020-01-01";"Spotify Stream";"Austria";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.00174593016
"2020-02-01";"2020-01-01";"Spotify Stream";"Chile";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.00320462181
"2020-02-01";"2020-01-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";4;"EUR";0.015098053344
"2020-02-01";"2019-12-01";"Deezer";"Belarus";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.003079279324
