"Reporting month";"Sales Month";"Platform";"Country / Region";"Label Name";"Artist Name";"Release title";"Track title";;;"Release Catalog nb";"Product";"Sales Type";"Quantity";"Client Payment Currency";"Net Revenue"
"2019-07-01";"2019-07-01";"Apple Music";"Spain";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.00836666532
"2019-07-01";"2019-07-01";"Apple Music";"Portugal";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00359160633
"2019-07-01";"2019-07-01";"Apple Music";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00362610495
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Poland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.000716388241
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Greece";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";6;"EUR";0.004935410296
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Finland";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";8;"EUR";0.000353933937
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Denmark";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";186;"EUR";0.202658564408
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Austria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";432;"EUR";0.284751548353
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Peru";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";114;"EUR";0.029531188737
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Tunisia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000888767113
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Latvia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";15;"EUR";0.003637653007
"2019-07-01";"2019-06-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";20;"EUR";0.044593936171
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";3;"EUR";0.00369060237
"2019-07-01";"2019-06-01";"Spotify Stream";"Peru";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.00018824247
"2019-07-01";"2019-06-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";32;"EUR";0.0381584736
"2019-07-01";"2019-06-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";41;"EUR";0.062947918982
"2019-07-01";"2019-06-01";"Spotify Stream";"Australia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";23;"EUR";0.05897988321
"2019-07-01";"2019-06-01";"UMA (Vkontakte)";"Kazakhstan";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";1.3140281E-05
"2019-07-01";"2019-06-01";"Spotify Stream";"Spain";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";6;"EUR";0.01183602654
"2019-07-01";"2019-06-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";42;"EUR";0.119830919072
"2019-07-01";"2019-06-01";"Spotify Stream";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";26;"EUR";0.080282091088
"2019-07-01";"2019-06-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";23;"EUR";0.03025003695
"2019-07-01";"2019-06-01";"Spotify Stream";"Argentina";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";8.624655E-05
"2019-07-01";"2019-06-01";"Spotify Stream";"Ecuador";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";3;"EUR";0.00316112355
"2019-07-01";"2019-06-01";"Google Sub";"Malta";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.006781048747
"2019-07-01";"2019-06-01";"Google Sub";"Sweden";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.006367225679
"2019-07-01";"2019-05-01";"Deezer";"Finland";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.045545378112
"2019-07-01";"2019-06-01";"Google Locker";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000337670826
"2019-07-01";"2019-06-01";"UMA (Vkontakte)";"Armenia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";2.7776949E-05
"2019-07-01";"2019-06-01";"Google Sub";"South africa";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00246324621
"2019-07-01";"2019-06-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";40;"EUR";0.100893561597
"2019-07-01";"2019-06-01";"Spotify Stream";"Latvia";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00233465661
"2019-07-01";"2019-06-01";"Spotify Stream";"Iceland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";8;"EUR";0.03208521654
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";34;"EUR";0.04493368608
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";20;"EUR";0.020162964449
"2019-07-01";"2019-06-01";"Spotify Stream";"Greece";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.00263464461
"2019-07-01";"2019-06-01";"Spotify Stream";"Colombia";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";3;"EUR";0.00453581856
"2019-07-01";"2019-06-01";"Spotify Stream";"Malta";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00289563417
"2019-07-01";"2019-06-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.00060597576
"2019-07-01";"2019-06-01";"Spotify Stream";"Australia";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";3;"EUR";0.00972035367
"2019-07-01";"2019-06-01";"Spotify Stream";"Belgium";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";4;"EUR";0.00529403748
"2019-07-01";"2019-06-01";"Spotify Stream";"Chile";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";5.474781E-05
"2019-07-01";"2019-06-01";"Spotify Stream";"Latvia";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.00020624175
"2019-07-01";"2019-07-01";"YouTube Red";"Switzerland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.020039863185
"2019-07-01";"2019-07-01";"YouTube Red";"Spain";"Label";"Band";"Album";;;;;;"Stream";2;"EUR";0.010416140824
"2019-07-01";"2019-07-01";"YouTube Red";"Finland";"Label";"Band";"Album";;;;;;"Stream";8;"EUR";0.050127513856
"2019-07-01";"2019-07-01";"YouTube Red";"Canada";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";0.009965858372
"2019-07-01";"2019-07-01";"YouTube Red";"Sweden";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.016088257783
"2019-07-01";"2019-07-01";"YouTube Red";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.014955014171
"2019-07-01";"2019-05-01";"Deezer";"France";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.006419772449
"2019-07-01";"2019-07-01";"Apple Music";"United kingdom";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";4;"EUR";0.024308344431
"2019-07-01";"2019-07-01";"Apple Music";"Portugal";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00359160633
"2019-07-01";"2019-07-01";"Apple Music";"Russian federation";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";6;"EUR";0.008289968988
"2019-07-01";"2019-07-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";6;"EUR";0.0580701771
"2019-07-01";"2019-07-01";"Apple Music";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.04654538811
"2019-07-01";"2019-07-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";48;"EUR";0.237259693736
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Portugal";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";31;"EUR";0.012910063294
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"New zealand";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";162;"EUR";0.190555337534
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Chile";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";406;"EUR";0.118017260668
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Hong kong";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";23;"EUR";0.021579475633
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Turkey";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";26;"EUR";0.003767428539
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Bulgaria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.000530900709
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Russian federation";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.000540076771
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Austria";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";18;"EUR";0.048781254533
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";26;"EUR";0.108376497839
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Greece";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";11;"EUR";0.002629597158
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Portugal";"Label";"Band";"Song 4";;;;;;"Stream";2;"EUR";0.007408358907
"2019-07-01";"2019-06-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";330;"EUR";0.877693775843
"2019-07-01";"2019-06-01";"Spotify Stream";"Italy";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";44;"EUR";0.0524679012
"2019-07-01";"2019-06-01";"Spotify Stream";"Peru";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";2;"EUR";0.00205116795
"2019-07-01";"2019-06-01";"Spotify Stream";"Austria";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";13;"EUR";0.03667429047
"2019-07-01";"2019-06-01";"Spotify Stream";"Hungary";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";6;"EUR";0.00999335025
"2019-07-01";"2019-07-01";"Apple Music";"Canada";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";14;"EUR";0.058313094617
"2019-07-01";"2019-07-01";"iTunes Match";"Belgium";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.000321787378
"2019-07-01";"2019-06-01";"Spotify Stream";"Switzerland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";22;"EUR";0.064891140001
"2019-07-01";"2019-06-01";"Spotify Stream";"Bulgaria";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00100570977
"2019-07-01";"2019-06-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";12;"EUR";0.0096371205
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";22;"EUR";0.023642825249
"2019-07-01";"2019-06-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";237;"EUR";0.651821711088
"2019-07-01";"2019-06-01";"Spotify Stream";"France";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";32;"EUR";0.07251384933
"2019-07-01";"2019-06-01";"Spotify Stream";"Costa rica";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";11;"EUR";0.013366692811
"2019-07-01";"2019-06-01";"Spotify Stream";"Denmark";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";11;"EUR";0.04946651376
"2019-07-01";"2019-05-01";"Deezer";"Romania";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00282038218
"2019-07-01";"2019-06-01";"Spotify Stream";"Lithuania";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";5;"EUR";0.0030523779
"2019-07-01";"2019-06-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";17;"EUR";0.012952701871
"2019-07-01";"2019-06-01";"Google Sub";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";46;"EUR";0.168902038027
"2019-07-01";"2019-06-01";"Spotify Stream";"Malta";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";1;"EUR";0.00289563417
"2019-07-01";"2019-06-01";"Google Sub";"Finland";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.015158543634
"2019-07-01";"2019-06-01";"Google Sub";"Mexico";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.001667908454
"2019-07-01";"2019-06-01";"Google Sub";"Malta";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.013562097494
"2019-07-01";"2019-05-01";"Deezer";"France";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.006419772449
"2019-07-01";"2019-06-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";201;"EUR";0.021925076766
"2019-07-01";"2019-05-01";"Deezer";"France";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";2;"EUR";0.006419772449
"2019-07-01";"2019-07-01";"Apple Music";"Romania";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.003985314948
"2019-07-01";"2019-06-01";"Spotify Stream";"Israel";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";22;"EUR";0.05473581048
"2019-07-01";"2019-06-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";123;"EUR";0.369589055846
"2019-07-01";"2019-06-01";"Spotify Stream";"Belgium";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";2;"EUR";0.0043723251
"2019-07-01";"2019-06-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";4;"EUR";0.00121120155
"2019-07-01";"2019-06-01";"Spotify Stream";"Malaysia";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.00396284148
"2019-07-01";"2019-06-01";"Spotify Stream";"Thailand";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.00010724571
"2019-07-01";"2019-06-01";"Spotify Stream";"Ecuador";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";7;"EUR";0.00320837166
"2019-07-01";"2019-06-01";"Spotify Stream";"Ireland";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00252889884
"2019-07-01";"2019-07-01";"YouTube Red";"Austria";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.00695283299
"2019-07-01";"2019-07-01";"YouTube Red";"Denmark";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.007211073581
"2019-07-01";"2019-07-01";"YouTube Red";"Japan";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.034900495007
"2019-07-01";"2019-07-01";"YouTube Red";"Korea, republic of";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";3;"EUR";0.017636390468
"2019-07-01";"2019-07-01";"YouTube Red";"Mexico";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";5;"EUR";0.00672605318
"2019-07-01";"2019-07-01";"Apple Music";"Portugal";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";1;"EUR";0.00359160633
"2019-07-01";"2019-07-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";31;"EUR";0.160724411354
"2019-07-01";"2019-07-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";60;"EUR";0.298202675213
"2019-07-01";"2019-07-01";"Apple Music";"United states";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";68;"EUR";0.33171380189
"2019-07-01";"2019-07-01";"Facebook / Instagram";"Worldwide";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.013771928001
"2019-07-01";"2019-07-01";"Apple Music";"Switzerland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.004818462806
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Portugal";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";7.2097627E-05
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";6246;"EUR";12.177342946741
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Sweden";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";451;"EUR";0.366889097868
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Germany";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1958;"EUR";1.640214434729
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Colombia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";243;"EUR";0.039266987055
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Costa rica";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";41;"EUR";0.003444956171
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Malta";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.003732035355
"2019-07-01";"2019-06-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.00030298788
"2019-07-01";"2019-06-01";"Spotify Stream";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";51;"EUR";0.092661830879
"2019-07-01";"2019-06-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";21;"EUR";0.025979733269
"2019-07-01";"2019-06-01";"Spotify Stream";"Spain";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";39;"EUR";0.07992880272
"2019-07-01";"2019-06-01";"Spotify Stream";"Brazil";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";58;"EUR";0.080648071198
"2019-07-01";"2019-06-01";"Spotify Stream";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";473;"EUR";1.246735646079
"2019-07-01";"2019-06-01";"Google Sub";"Germany";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";2;"EUR";0.009159908589
"2019-07-01";"2019-05-01";"Deezer";"Finland";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";5;"EUR";0.039586296485
"2019-07-01";"2019-07-01";"iTunes Match";"United states";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";5;"EUR";0.001316963339
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";23;"EUR";0.022661813491
"2019-07-01";"2019-06-01";"Spotify Stream";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";555;"EUR";2.038041673571
"2019-07-01";"2019-06-01";"Spotify Stream";"South africa";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";34;"EUR";0.050172183032
"2019-07-01";"2019-06-01";"Spotify Stream";"Viet nam";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.00111070557
"2019-07-01";"2019-06-01";"Spotify Stream";"Greece";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";13;"EUR";0.019086009029
"2019-07-01";"2019-06-01";"Spotify Stream";"Colombia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";22;"EUR";0.02315307309
"2019-07-01";"2019-06-01";"Spotify Stream";"Portugal";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";8;"EUR";0.00895913412
"2019-07-01";"2019-06-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";12;"EUR";0.032919213179
"2019-07-01";"2019-06-01";"Google Sub";"Finland";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";4;"EUR";0.030317087268
"2019-07-01";"2019-06-01";"Google Sub";"Switzerland";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.005643424652
"2019-07-01";"2019-06-01";"Google Sub";"Sweden";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.006367225679
"2019-07-01";"2019-06-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";1;"EUR";0.002607118784
"2019-07-01";"2019-06-01";"Google Sub";"Canada";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";2;"EUR";0.005214237568
"2019-07-01";"2019-06-01";"Google Sub";"Mexico";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.001667908454
"2019-07-01";"2019-06-01";"UMA (Vkontakte)";"Russian federation";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";216;"EUR";0.02053894611
"2019-07-01";"2019-06-01";"UMA (Vkontakte)";"Moldova, republic of";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";4;"EUR";5.55539E-05
"2019-07-01";"2019-06-01";"Spotify Stream";"Mexico";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";29;"EUR";0.0178605393
"2019-07-01";"2019-06-01";"Google Sub";"United states";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";8;"EUR";0.029374267483
"2019-07-01";"2019-06-01";"Spotify Stream";"Belgium";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";20;"EUR";0.05517905025
"2019-07-01";"2019-06-01";"Spotify Stream";"Sweden";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";10;"EUR";0.03562806732
"2019-07-01";"2019-06-01";"Spotify Stream";"Japan";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";5;"EUR";0.01486890522
"2019-07-01";"2019-06-01";"Spotify Stream";"Singapore";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00289938402
"2019-07-01";"2019-06-01";"Spotify Stream";"United kingdom";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";7;"EUR";0.02944307223
"2019-07-01";"2019-06-01";"Spotify Stream";"Estonia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.00280938762
"2019-07-01";"2019-06-01";"Spotify Stream";"Indonesia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.00060597576
"2019-07-01";"2019-06-01";"Spotify Stream";"Slovakia";"Label";"Band";"Album";"Song 6 ";;;;;"Stream";2;"EUR";0.00158693652
"2019-07-01";"2019-07-01";"YouTube Red";"Sweden";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";4;"EUR";0.048049791334
"2019-07-01";"2019-07-01";"YouTube Red";"Sweden";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";7;"EUR";0.072290324447
"2019-07-01";"2019-07-01";"YouTube Red";"Ukraine";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";2;"EUR";0.001222382497
"2019-07-01";"2019-07-01";"Apple Music";"Portugal";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.01027833885
"2019-07-01";"2019-07-01";"Apple Music";"Russian federation";"Label";"Band";"Song 4";"Song 4 ";;;;;"Stream";1;"EUR";0.001886002345
"2019-07-01";"2019-07-01";"Apple Music";"France";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.00362610495
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Russian federation";"Label";"Band";"Song 3";"Song 3 ";;;;;"Stream";1;"EUR";4.9157473E-05
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Finland";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";4213;"EUR";1.897086418122
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Czech republic";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";275;"EUR";0.062852090146
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Saudi arabia";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";1;"EUR";0.003583907502
"2019-07-01";"2019-07-01";"Youtube Audio Fingerprint";"Lithuania";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";9;"EUR";0.001881092702
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Germany";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";88;"EUR";0.202184686433
"2019-07-01";"2019-07-01";"YouTube Official Music Content";"Mexico";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";3;"EUR";0.00133315067
"2019-07-01";"2019-06-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";46;"EUR";0.155087001272
"2019-07-01";"2019-06-01";"Spotify Stream";"United states";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";157;"EUR";0.432463015787
"2019-07-01";"2019-06-01";"Spotify Stream";"India";"Label";"Band";"Album";"Song 4 ";;;;;"Stream";1;"EUR";0.00078596856
"2019-07-01";"2019-06-01";"Spotify Stream";"Latvia";"Label";"Band";"Album";"Song 3 ";;;;;"Stream";1;"EUR";0.00233465661
"2019-07-01";"2019-06-01";"Spotify Stream";"Czech republic";"Label";"Band";"Album";"Song 2 ";;;;;"Stream";3;"EUR";0.00368085276
"2019-07-01";"2019-06-01";"Spotify Stream";"United kingdom";"Label";"Band";"Album";"Song 7 ";;;;;"Stream";101;"EUR";0.335208256134
"2019-07-01";"2019-06-01";"Spotify Stream";"El salvador";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";2;"EUR";0.00184792608
"2019-07-01";"2019-06-01";"Spotify Stream";"Sweden";"Label";"Band";"Album";"Song 5 ";;;;;"Stream";53;"EUR";0.162080591517
"2019-07-01";"2019-07-01";"Apple Music";"Mexico";"Label";"Band";"Album";"Song 1 ";;;;;"Stream";1;"EUR";0.003400724449
